condition,currency,category,year,make,model,location,s/n,reg,total_hours,national_origin,standard_price,hour,price,country
Used,USD,Single Engine Piston,2006,CIRRUS,SR22,"North America + Canada, United States - ND",2045,N598SR,1230.0,United States,279000.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2007,CIRRUS,SR22 G3 Turbo GTS,"Europe, England, United Kingdom",2771,N771SR,1150.0,United States,382800.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1982,CESSNA,P210N,"North America + Canada, Canada",P21000786,C-GWYM,3765.0,United States,280000.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2001,Extra Flugzeugbau,400,"Europe, Germany",18,D-EXAC,702.0,Germany,351050.0,upto 1000 hours,upto 500000 hours,Other
Used,USD,Single Engine Piston,1998,BEECHCRAFT,A36 Bonanza,"Europe, England, United Kingdom",E3220,N536K,1560.0,United States,389400.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Piston Helicopters,2012,ROBINSON HELICOPTER,R44,"Europe, Poland",13182,SP-HKR,710.0,United States,295000.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2006,PIPER AIRCRAFT,Saratoga,"Europe, England, United Kingdom",3257446,N446SE,820.0,United States,389400.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Piston Helicopters,2016,ROBINSON HELICOPTER,R22 Beta II,"Europe, Austria",4715,OE-XPI,200.0,United States,295000.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Piston Helicopters,2006,ROBINSON HELICOPTER,R44 Clipper II,"Europe, Sweden",11479,SE-JJT,2792.0,United States,298000.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2007,CIRRUS,SR22 G3 Turbo GTS,"North America + Canada, United States - NV",2660,N171MP,1773.0,United States,299000.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1990,PIPER AIRCRAFT,Malibu Mirage,"North America + Canada, United States - TX",4622097,N9193Q,5026.0,United States,299500.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Turbine Helicopters,1980,BELL TEXTRON,206B III,"Europe, England, United Kingdom",8596,G-XXBH,7765.0,United States,396000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Piston Helicopters,2015,GUIMBAL,Cabri G2,"Europe, England, United Kingdom",1110,G-SDTL,1110.0,France,356400.0,upto 2000 hours,upto 500000 hours,Other
Used,USD,Single Engine Piston,1981,CESSNA,210,"North America + Canada, United States - ID",T210-64440,N6562Y,36766.0,United States,255000.0,more than 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2009,Extra Flugzeugbau,330,"Europe, Belgium",SC 015,OO-SDJ,520.0,Germany,308210.0,upto 1000 hours,upto 500000 hours,Other
Used,USD,Single Engine Piston,1984,PIPER AIRCRAFT,Malibu,"North America + Canada, United States - MO",46-8408061,N80ZZ,6880.0,United States,259000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2013,AVIAT,Husky,"North America + Canada, United States - TX",3174,N74WY,407.0,United States,259500.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Piston Helicopters,2012,ROBINSON HELICOPTER,R44,"North America + Canada, Canada",2211,C-GRYA,900.0,United States,230000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1997,PIPER AIRCRAFT,Saratoga,"Europe, Belgium",3246060,N123AX,2223.0,United States,284410.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1996,BEECHCRAFT,A36 Bonanza,"South America, Brazil",-,-,2270.0,United States,242000.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1982,SIAI MARCHETTI,SF260,"Europe, Switzerland",-,HB-EWQ,4625.0,Italy,245000.0,upto 10000 hours,upto 250000,Other
Used,USD,Turboprops,1988,BRITISH AEROSPACE,J31,"North America + Canada, Canada",796,C-GWEX,24053.0,United Kingdom,245000.0,more than 10000 hours,upto 250000,Other
Used,USD,Twin Piston,1974,CESSNA,414,"North America + Canada, Canada",414-0454,C-GTMJ,26213.0,United States,249000.0,more than 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2007,Extra Flugzeugbau,300,"Europe, Austria",1251,OE-ARB,815.0,Germany,249000.0,upto 1000 hours,upto 250000,Other
Used,USD,Single Engine Piston,2007,CIRRUS,SR22 G3 GTS,"Europe, England, United Kingdom",2542,N199ZZ,1500.0,United States,343200.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Turbine Helicopters,1978,BELL TEXTRON,206B,"Europe, Sweden",8554,SE-HZZ,14210.0,United States,309400.0,more than 10000 hours,upto 500000 hours,USA
Used,USD,Twin Piston,1976,CESSNA,421,"Africa, South Africa",-,-,5041.0,United States,260000.0,upto 10000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,1998,PIPER AIRCRAFT,Saratoga,"Europe, England, United Kingdom",-,G-RIGH,2161.0,United States,355080.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Piston Helicopters,2009,ROBINSON HELICOPTER,R44 Clipper II,"Europe, Germany",12738,OY-HHR,660.0,United States,309400.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Turbine Helicopters,1987,Agusta,A109A II,"Europe, Germany",7387,D-HLCC,2444.0,Italy,321300.0,upto 4000 hours,upto 500000 hours,Other
Used,USD,Piston Helicopters,2018,ROBINSON HELICOPTER,R44,"Europe, England, United Kingdom",-,-,155.0,United States,356400.0,upto 1000 hours,upto 500000 hours,USA
Used,USD,Turbine Helicopters,1985,Agusta,A109A MK II,"Europe, England, United Kingdom",7328,N109TF,5230.0,Italy,330000.0,upto 10000 hours,upto 500000 hours,Other
Used,USD,Single Engine Piston,2006,PIPER AIRCRAFT,Saratoga,"Europe, England, United Kingdom",-,N808CA,2250.0,United States,303600.0,upto 4000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2002,CIRRUS,SR20,"North America + Canada, United States - CA",1165,N193WT,1194.0,United States,190000.0,upto 2000 hours,upto 250000,USA
Used,USD,Military/Classic/Vintage,1941,BOEING,Stearman,"Europe, Germany",75-2764,D-EDLL               ,4335.0,United States,226100.0,upto 10000 hours,upto 250000,USA
Used,USD,Twin Piston,1981,CESSNA,414,"North America + Canada, Canada",414A-0633,C-GXIV,5080.0,United States,199000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1980,CESSNA,P210N,"Europe, Germany",P21000511,D-EPLE,3836.0,United States,243950.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1988,BEECHCRAFT,B36TC Bonanza,"Europe, England, United Kingdom",-,-,1980.0,United States,277200.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2017,TECNAM,P2010,"Europe, England, United Kingdom",48,G-WINX,107.0,Italy,283800.0,upto 1000 hours,upto 500000 hours,Other
Used,USD,Single Engine Piston,2003,PIPER AIRCRAFT,Saratoga,"Europe, England, United Kingdom",3257310,G-SVPN,1330.0,United States,283800.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2004,PIPER AIRCRAFT,6X,"Europe, England, United Kingdom",3232017,G-KNCG,1801.0,United States,283800.0,upto 2000 hours,upto 500000 hours,USA
Used,USD,Single Engine Piston,2006,CIRRUS,SR20 G2 GTS,"North America + Canada, United States - FL",1695,N521SR,2403.0,United States,219000.0,upto 4000 hours,upto 250000,USA
Used,USD,Twin Piston,1977,BEECHCRAFT,B60 Duke,"North America + Canada, United States - ID",P-428,N10WE,40506.0,United States,219000.0,more than 10000 hours,upto 250000,USA
Used,USD,Ultralight,2004,Murphy Aircraft,Moose,"Europe, Germany",221 SR,C-GTJK                  ,414.0,Canada,261800.0,upto 1000 hours,upto 500000 hours,Other
Used,USD,Piston Helicopters,2004,ROBINSON HELICOPTER,R44 Raven II,"Australia & NZ, New Zealand",10515,ZK IWW,3570.0,United States,225000.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2008,CIRRUS,SR20 G3,"North America + Canada, United States - TX",1976,N619SS,1240.0,United States,229000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2014,AMERICAN CHAMPION,8-KCAB Super Decathlon,"North America + Canada, United States - TX",1150-2014,N50XT,227.0,United States,229500.0,upto 1000 hours,upto 250000,USA
Used,USD,Turbine Helicopters,1975,Agusta,AB206,"Europe, England, United Kingdom",8440,2-SAIL,6278.0,Italy,230000.0,upto 10000 hours,upto 250000,Other
Used,USD,Single Engine Piston,2003,CESSNA,T182 Turbo Skylane,"Australia & NZ, New Zealand",TBD,-,1412.0,United States,201000.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1998,CESSNA,182S Skylane,"Africa, South Africa",-,-,1470.0,United States,190000.0,upto 2000 hours,upto 250000,USA
Used,USD,Twin Piston,1975,CESSNA,421,"North America + Canada, United States - TX",421B0877,N770CS,7103.0,United States,169950.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1981,BEECHCRAFT,A36TC Bonanza,"Africa, South Africa",-,-,1624.0,United States,165000.0,upto 2000 hours,upto 250000,USA
Used,USD,Twin Piston,1979,BEECHCRAFT,60 Duke,"North America + Canada, United States - ID",P505,N999SW,48292.0,United States,175000.0,more than 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2016,TECNAM,P2010,"Europe, Iceland",32,TF-TEN,5003.0,Italy,213010.0,upto 10000 hours,upto 250000,Other
Used,USD,Single Engine Piston,2003,CESSNA,350,"Europe, Germany",#42020,N6509Z,900.0,United States,213010.0,upto 1000 hours,upto 250000,USA
Used,USD,Piston Helicopters,1993,SCHWEIZER,300C,"Australia & NZ, New Zealand",-,-,4272.0,United States,180000.0,upto 10000 hours,upto 250000,USA
Used,USD,Turbine Helicopters,1968,BELL TEXTRON,206B II,"Europe, England, United Kingdom",314,G-SUET,16844.0,United States,237600.0,more than 10000 hours,upto 250000,USA
Used,USD,Turboprops,1987,BRITISH AEROSPACE,J31,"North America + Canada, Canada",778,C-GGIA,24787.0,United Kingdom,185000.0,more than 10000 hours,upto 250000,Other
Used,USD,Twin Piston,1981,CESSNA,340A,"North America + Canada, United States - TX",340A1201,N6824L,5417.0,United States,185000.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2003,CIRRUS,SR22,"Europe, Czech Republic",468,OK-AZA,2305.0,United States,222530.0,upto 4000 hours,upto 250000,USA
Used,USD,Twin Piston,1972,BEECHCRAFT,A60 Duke,"North America + Canada, Canada",P-212,N98KA,3390.0,United States,189000.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2012,AVIAT,Husky,"North America + Canada, United States - TX",3167,N157MA ,365.0,United States,189500.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1999,MAULE AIR,M7-260,"North America + Canada, United States - TX",30002C,N4003A ,551.0,United States,189500.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2008,CIRRUS,SR20 G3,"Europe, England, United Kingdom",2009,G-DOLI,800.0,United States,250793.40000000002,upto 1000 hours,upto 500000 hours,USA
Used,USD,Piston Helicopters,2002,ROBINSON HELICOPTER,R22,"Australia & NZ, Australia",-,-,1581.0,United States,179000.0,upto 2000 hours,upto 250000,USA
Used,USD,Piston Helicopters,2003,ROBINSON HELICOPTER,R44 Raven II,"North America + Canada, United States - GA",10057,N312DP,1912.0,United States,159000.0,upto 2000 hours,upto 250000,USA
Used,USD,Twin Piston,1981,CESSNA,421,"Europe, Germany",C421-1061,N6798X,4295.0,United States,190400.0,upto 10000 hours,upto 250000,USA
Used,USD,Twin Piston,1978,BEECHCRAFT,58 Baron,"Europe, England, United Kingdom",-,N558AB,2200.0,United States,211200.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2005,CUBCRAFTERS,CC18-180 TOP CUB,"North America + Canada, United States - FL",CC18-0009,N65NC,2925.0,United States,115000.0,upto 4000 hours,upto 250000,USA
Used,USD,Twin Piston,1978,CESSNA,340A,"Europe, Germany",340A-0441,9H-CCB,3405.0,United States,148750.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2009,LANCAIR,Legacy,"Africa, South Africa",L2K-309,ZU-LEG,195.0,United States,120000.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1951,NORTH AMERICAN AVIATION,Navion,"Europe, England, United Kingdom",-,N3864,1497.0,United States,165000.0,upto 2000 hours,upto 250000,USA
Used,USD,Twin Piston,1970,CESSNA,414,"Europe, England, United Kingdom",414-0070,N44NE,5460.0,United States,171600.0,upto 10000 hours,upto 250000,USA
Used,USD,Turbine Helicopters,1968,BELL TEXTRON,206B II,"Europe, England, United Kingdom",208,G-BXRY,15951.0,United States,171600.0,more than 10000 hours,upto 250000,USA
Used,USD,Piston Helicopters,2014,ROBINSON HELICOPTER,R22 Beta II,"Europe, England, United Kingdom",TBD,-,1280.0,United States,178200.0,upto 2000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1989,MOONEY INTERNATIONAL CORP,M20M,"North America + Canada, United States - FL",27-0016,N200CT,1978.0,United States,139900.0,upto 2000 hours,upto 250000,USA
Used,USD,Twin Piston,1975,CESSNA,310R,"North America + Canada, United States - TX",310R0044,N77FA,6410.0,United States,139500.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1982,CESSNA,P210N,"Europe, Germany",P210-0808,D-EJDK,2898.0,United States,172550.0,upto 4000 hours,upto 250000,USA
Used,USD,Military/Classic/Vintage,1940,BOEING,Stearman,"Europe, Switzerland",75-5346,HB-RBG,4430.0,United States,178500.0,upto 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2018,JMB Aircraft,VL-3,"Europe, France",-,-,126.0,Czech Republic,178500.0,upto 1000 hours,upto 250000,Other
Used,USD,Private Jets,1974,Bombardier Learjet,24D,"North America + Canada, Canada",301,N249HP,449090.0,Canada,150000.0,more than 10000 hours,upto 250000,Other
Used,USD,Single Engine Piston,1966,BEECHCRAFT,V35 Bonanza,"Europe, Switzerland",D-8072,HB-EFH,3385.0,United States,154700.0,upto 4000 hours,upto 250000,USA
Used,USD,Twin Piston,1970,PIPER AIRCRAFT,Navajo,"North America + Canada, Canada",31-595,C-GSWY,80794.0,United States,115000.0,more than 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1976,ROCKWELL,114,"Europe, England, United Kingdom",14161,G-BSHE,3320.0,United States,118793.40000000001,upto 4000 hours,upto 250000,USA
Used,USD,Twin Piston,1979,CESSNA,310,"Europe, England, United Kingdom",-,-,3689.0,United States,122100.0,upto 4000 hours,upto 250000,USA
Used,USD,Twin Piston,1975,CESSNA,402B,"Europe, Iceland",402B-0875,TF-JVB,7836.0,United States,110610.5,upto 10000 hours,upto 250000,USA
Used,USD,Piston Helicopters,1978,Sikorsky Aircraft,S300C,"Europe, Sweden",1280749,SE-HIN,8297.0,United States,113050.0,upto 10000 hours,upto 250000,USA
Used,USD,Piston Helicopters,2001,ROBINSON HELICOPTER,R22 Beta II,"North America + Canada, United States - MO",3236,N7045X,4100.0,United States,95000.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1966,CESSNA,210,"Europe, Switzerland",210-58757,HB-CSS,1553.0,United States,130900.0,upto 2000 hours,upto 250000,USA
Used,USD,Piston Helicopters,1986,ROBINSON HELICOPTER,R22 Beta,"North America + Canada, Canada",582,-,67397.0,United States,110000.0,more than 10000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1998,MOONEY INTERNATIONAL CORP,M20K ENCORE,"Africa, South Africa",25-2023,ZS-0FA,1229.0,United States,110000.0,upto 2000 hours,upto 250000,USA
Used,USD,Military/Classic/Vintage,1984,YAKOVLEV,Yak-52,"Europe, Germany",844210,SP-YWY              ,743.0,Soviet Union,130900.0,upto 1000 hours,upto 250000,Other
Used,USD,Single Engine Piston,1980,MOONEY INTERNATIONAL CORP,M20K 231,"Africa, South Africa",-,-,3203.0,United States,111000.0,upto 4000 hours,upto 250000,USA
Used,USD,Twin Piston,1981,PIPER AIRCRAFT,Seminole,"Europe, Germany",44-8107005,D-GOKI,2692.0,United States,119000.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1970,PIPER AIRCRAFT,Arrow,"North America + Canada, United States - TX",28R-31261,N3284R,6600.0,United States,95000.0,upto 10000 hours,upto 100000,USA
Used,USD,Piston Helicopters,2008,ROBINSON HELICOPTER,R44 Clipper II,"Europe, England, United Kingdom",12281,-,2165.0,United States,118800.0,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,2004,AMERICAN CHAMPION,Adventure,"Europe, Germany",484-2004,N51ER,585.0,United States,104720.0,upto 1000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1975,ROCKWELL,112,"Europe, United Kingdom",-,G-DASH,2800.0,United States,116153.40000000001,upto 4000 hours,upto 250000,USA
Used,USD,Single Engine Piston,1977,CESSNA,152,"Europe, England, United Kingdom",152-80862,G-BUEF,14289.0,United States,72600.0,more than 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1989,Slingsby Aviation,Firefly,"Europe, England, United Kingdom",-,G-CIKS,4003.0,Britain,64020.0,upto 10000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1993,PZL,104 Wilga,"Europe, England, United Kingdom",CF21930941,G-NXBZ,1066.0,Poland,66000.0,upto 2000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1984,PIPER AIRCRAFT,Arrow IV,"Europe, England, United Kingdom",-,N66MS ,2555.0,United States,77880.0,upto 4000 hours,upto 100000,USA
Used,USD,Military/Classic/Vintage,1943,PIPER AIRCRAFT,L4-J,"Europe, France",12383,F-AYEZ,6920.0,United States,74970.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1969,ZLIN AVIATION,526,"Europe, Switzerland",901,HB-TUO,2919.0,Czech Republic,77350.0,upto 4000 hours,upto 100000,Other
Used,USD,Gyrocopter,2017,AUTOGYRO,Cavalon PRO,"Europe, Poland",-,OK-WWD04,192.0,Germany,83300.0,upto 1000 hours,upto 100000,Other
Used,USD,Turboprops,1987,BRITISH AEROSPACE,J31,"North America + Canada, Canada",720,C-GDFW,253887.0,United Kingdom,75000.0,more than 10000 hours,upto 100000,Other
Used,USD,Military/Classic/Vintage,1965,Nanchang,CJ-6A,"North America + Canada, United States - PA",123-2032,N92862,4538.0,China,78500.0,upto 10000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1975,MAULE AIR,M5-210,"North America + Canada, United States - MD",6080C,-,1580.0,United States,79000.0,upto 2000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1961,MOONEY INTERNATIONAL CORP,M20,"North America + Canada, United States - TX",1917,N78903,5237.0,United States,79500.0,upto 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1984,PIPER AIRCRAFT,Arrow IV,"Europe, England, United Kingdom",-,N66MS,2569.0,United States,79200.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,2011,CESSNA,162,"Europe, Czech Republic",13200054,N6029M,545.0,United States,60000.0,upto 1000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1974,CESSNA,210,"North America + Canada, Canada",21060308,C-GWGC,2095.0,United States,115000.0,upto 4000 hours,upto 250000,USA
Used,USD,Piston Helicopters,1991,ROBINSON HELICOPTER,R22 Beta,"Europe, Italy",1836,-,2039.0,United States,58310.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1961,CESSNA,172,"Europe, England, United Kingdom",172-48628,G-AROA,3997.0,United States,58080.0,upto 4000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1962,MORANE-SAULNIER,MS 885,"Europe, Switzerland",56,HB-EDD,14343000.0,France,22491.0,more than 10000 hours,upto 100000,Other
Used,USD,Single Engine Piston,1965,BEECHCRAFT,33 Debonair,"Europe, Italy",-,I-SIST,59675200.0,United States,26180.0,more than 10000 hours,upto 100000,USA
Used,USD,Single Engine Piston,1968,AVIONS PIERRE ROBIN,DR 360,"Europe, England, United Kingdom",362,G-AYCO,2855.0,France,30162.0,upto 4000 hours,upto 100000,Other
